tech,BER Target,input_preFEC_BER,n,t,rate,energy,p_correctable
NanGate45,1e-30,3.162277660168379e-20,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-30,1e-19,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-30,3.1622776601683796e-19,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-30,9.999999999999999e-19,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-30,3.162277660168379e-18,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-30,1e-17,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-30,3.162277660168379e-17,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-30,1e-16,516,2,0.9922480620155039,0.3694093634833056,4.583000645650259e-13
NanGate45,1e-30,3.1622776601683793e-16,516,2,0.9922480620155039,0.36940936349679165,1.374900193694448e-12
NanGate45,1e-30,1e-15,516,2,0.9922480620155039,0.3694093635372499,4.124700581077696e-12
NanGate45,1e-30,3.1622776601683794e-15,516,2,0.9922480620155039,0.3694093636653677,1.2832401807741523e-11
NanGate45,1e-30,1e-14,516,2,0.9922480620155039,0.3694093640834361,4.124700581001272e-11
NanGate45,1e-30,3.1622776601683796e-14,516,2,0.9922480620155039,0.36940936539832886,1.3061551839254884e-10
NanGate45,1e-30,1e-13,516,2,0.9922480620155039,0.36940936955204134,4.1292835808809374e-10
NanGate45,1e-30,3.162277660168379e-13,518,3,0.9884169884169884,0.2641612270283006,1.3102976473026006e-09
NanGate45,1e-30,1e-12,518,3,0.9884169884169884,0.2641612696397611,4.143908319018911e-09
NanGate45,1e-30,3.162277660168379e-12,518,3,0.9884169884169884,0.26416140438579133,1.3104356625161735e-08
NanGate45,1e-30,1e-11,518,3,0.9884169884169884,0.26416183049346753,4.144000257174683e-08
NanGate45,1e-30,3.162277660168379e-11,518,3,0.9884169884169884,0.264163177960584,1.3104493876803207e-07
NanGate45,1e-30,9.999999999999999e-11,520,4,0.9846153846153847,0.34474261846664733,4.159999480582807e-07
NanGate45,1e-30,3.162277660168379e-10,520,4,0.9846153846153847,0.3447564226311316,1.3155064128291287e-06
NanGate45,1e-30,9.999999999999999e-10,520,4,0.9846153846153847,0.34480007516510525,4.1599912461984604e-06
NanGate45,1e-30,3.162277660168379e-09,522,5,0.9808429118773946,0.4341186393046144,1.3205584314986571e-05
NanGate45,1e-30,1e-08,522,5,0.9808429118773946,0.4345682733408034,4.1759128494713985e-05
NanGate45,1e-30,3.162277660168379e-08,524,6,0.9770992366412213,0.7079209770651005,0.00013255389565265256
NanGate45,1e-30,1e-07,526,7,0.973384030418251,0.9090488511622189,0.00042071149690777024
NanGate45,1e-30,3.162277660168379e-07,528,8,0.9696969696969697,0.988436482960566,0.0013348545826742983
NanGate45,1e-30,1e-06,530,9,0.9660377358490566,1.1455410126018946,0.004231026001872238
NanGate45,1e-30,3.162277660168379e-06,532,10,0.9624060150375939,1.4414374708306168,0.013368511980185216
NanGate45,1e-30,9.999999999999999e-06,538,13,0.9516728624535316,2.445658190710035,0.0421271317576659
NanGate45,1e-30,3.1622776601683795e-05,544,16,0.9411764705882353,4.270622978805078,0.12857414911547055
NanGate45,1e-30,9.999999999999999e-05,554,21,0.924187725631769,9.75644138216287,0.35803542855332443
NanGate45,1e-30,0.00031622776601683794,570,29,0.8982456140350877,19.121209126463523,0.7635992122346854
NanGate45,1e-30,0.001,602,45,0.8504983388704319,32.062746280844166,0.9919203732879902
NanGate45,1e-15,9.999999999999999e-31,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,3.1622776601683794e-30,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,1e-29,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,3.162277660168379e-29,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,1.0000000000000001e-28,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,3.162277660168379e-28,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,1e-27,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,3.1622776601683794e-27,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,9.999999999999999e-27,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,3.162277660168379e-26,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,1e-25,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,3.1622776601683796e-25,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,1e-24,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,3.1622776601683795e-24,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,1e-23,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,3.1622776601683793e-23,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,9.999999999999999e-23,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,3.1622776601683793e-22,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,1e-21,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,3.1622776601683792e-21,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,1.0000000000000001e-20,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,3.162277660168379e-20,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,1e-19,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,3.1622776601683796e-19,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,9.999999999999999e-19,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,3.162277660168379e-18,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,1e-17,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,3.162277660168379e-17,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-15,1e-16,514,1,0.9961089494163424,0.14215628731135715,4.565237077255208e-13
NanGate45,1e-15,3.1622776601683793e-16,514,1,0.9961089494163424,0.14215628732469643,1.3695711231753085e-12
NanGate45,1e-15,1e-15,514,1,0.9961089494163424,0.14215628736471425,4.1087133695147195e-12
NanGate45,1e-15,3.1622776601683794e-15,514,1,0.9961089494163424,0.14215628749143738,1.2782663816157341e-11
NanGate45,1e-15,1e-14,514,1,0.9961089494163424,0.1421562879049549,4.1087133693630606e-11
NanGate45,1e-15,3.1622776601683796e-14,514,1,0.9961089494163424,0.14215628920553425,1.3010925668493746e-10
NanGate45,1e-15,1e-13,514,1,0.9961089494163424,0.142156293314031,4.113278604920208e-10
NanGate45,1e-15,3.162277660168379e-13,514,1,0.9961089494163424,0.14215630629981546,1.3001795179156966e-09
NanGate45,1e-15,1e-12,514,1,0.9961089494163424,0.14215634737811336,4.111909018610728e-09
NanGate45,1e-15,3.162277660168379e-12,514,1,0.9961089494163424,0.14215647727597353,1.3003164598398597e-08
NanGate45,1e-15,1e-11,514,1,0.9961089494163424,0.14215688805226304,4.112000171470681e-08
NanGate45,1e-15,3.162277660168379e-11,514,1,0.9961089494163424,0.14215818703733468,1.3003300036695409e-07
NanGate45,1e-15,9.999999999999999e-11,514,1,0.9961089494163424,0.14216229477822387,4.111998652662457e-07
NanGate45,1e-15,3.162277660168379e-10,516,2,0.9922480620155039,0.36942856983933936,1.3053871393348388e-06
NanGate45,1e-15,9.999999999999999e-10,516,2,0.9922480620155039,0.36947009925186364,4.127991379571466e-06
NanGate45,1e-15,3.162277660168379e-09,516,2,0.9922480620155039,0.3696014260094735,1.3053796979865385e-05
NanGate45,1e-15,1e-08,516,2,0.9922480620155039,0.37001670996829494,4.127914840727307e-05
NanGate45,1e-15,3.162277660168379e-08,518,3,0.9884169884169884,0.26613171231310745,0.0001310362024014482
NanGate45,1e-15,1e-07,518,3,0.9884169884169884,0.2703916087047051,0.00041431416867210926
NanGate45,1e-15,3.162277660168379e-07,518,3,0.9884169884169884,0.28385464471857286,0.0013095898071499858
NanGate45,1e-15,1e-06,520,4,0.9846153846153847,0.408444585429132,0.004151361257559928
NanGate45,1e-15,3.162277660168379e-06,522,5,0.9808429118773946,0.6404943226368272,0.013118879793486275
NanGate45,1e-15,9.999999999999999e-06,524,6,0.9770992366412213,1.367510304724746,0.041053707772867085
NanGate45,1e-15,3.1622776601683795e-05,528,8,0.9696969696969697,3.0858834822441477,0.1250396609136359
NanGate45,1e-15,9.999999999999999e-05,534,11,0.9588014981273408,7.4985636041794805,0.3476808620486036
NanGate45,1e-15,0.00031622776601683794,546,17,0.9377289377289377,15.361057310677799,0.7487988654840736
NanGate45,1e-15,0.001,568,28,0.9014084507042254,25.9394886629654,0.9893933436329829
NanGate45,1e-12,9.999999999999999e-31,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,3.1622776601683794e-30,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,1e-29,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,3.162277660168379e-29,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,1.0000000000000001e-28,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,3.162277660168379e-28,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,1e-27,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,3.1622776601683794e-27,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,9.999999999999999e-27,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,3.162277660168379e-26,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,1e-25,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,3.1622776601683796e-25,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,1e-24,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,3.1622776601683795e-24,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,1e-23,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,3.1622776601683793e-23,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,9.999999999999999e-23,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,3.1622776601683793e-22,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,1e-21,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,3.1622776601683792e-21,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,1.0000000000000001e-20,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,3.162277660168379e-20,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,1e-19,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,3.1622776601683796e-19,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,9.999999999999999e-19,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,3.162277660168379e-18,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,1e-17,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,3.162277660168379e-17,514,1,0.9961089494163424,0.14215628730468752,0.0
NanGate45,1e-12,1e-16,514,1,0.9961089494163424,0.14215628731135715,4.565237077255208e-13
NanGate45,1e-12,3.1622776601683793e-16,514,1,0.9961089494163424,0.14215628732469643,1.3695711231753085e-12
NanGate45,1e-12,1e-15,514,1,0.9961089494163424,0.14215628736471425,4.1087133695147195e-12
NanGate45,1e-12,3.1622776601683794e-15,514,1,0.9961089494163424,0.14215628749143738,1.2782663816157341e-11
NanGate45,1e-12,1e-14,514,1,0.9961089494163424,0.1421562879049549,4.1087133693630606e-11
NanGate45,1e-12,3.1622776601683796e-14,514,1,0.9961089494163424,0.14215628920553425,1.3010925668493746e-10
NanGate45,1e-12,1e-13,514,1,0.9961089494163424,0.142156293314031,4.113278604920208e-10
NanGate45,1e-12,3.162277660168379e-13,514,1,0.9961089494163424,0.14215630629981546,1.3001795179156966e-09
NanGate45,1e-12,1e-12,514,1,0.9961089494163424,0.14215634737811336,4.111909018610728e-09
NanGate45,1e-12,3.162277660168379e-12,514,1,0.9961089494163424,0.14215647727597353,1.3003164598398597e-08
NanGate45,1e-12,1e-11,514,1,0.9961089494163424,0.14215688805226304,4.112000171470681e-08
NanGate45,1e-12,3.162277660168379e-11,514,1,0.9961089494163424,0.14215818703733468,1.3003300036695409e-07
NanGate45,1e-12,9.999999999999999e-11,514,1,0.9961089494163424,0.14216229477822387,4.111998652662457e-07
NanGate45,1e-12,3.162277660168379e-10,514,1,0.9961089494163424,0.14217528458229142,1.300326658768476e-06
NanGate45,1e-12,9.999999999999999e-10,514,1,0.9961089494163424,0.1422163618114897,4.111983008090988e-06
NanGate45,1e-12,3.162277660168379e-09,514,1,0.9961089494163424,0.14234625789266822,1.3003116819355275e-05
NanGate45,1e-12,1e-08,516,2,0.9922480620155039,0.37001670996829494,4.127914840727307e-05
NanGate45,1e-12,3.162277660168379e-08,516,2,0.9922480620155039,0.37132987601421774,0.00013053030377070072
NanGate45,1e-12,1e-07,516,2,0.9922480620155039,0.3754817004024271,0.0004127148185655114
NanGate45,1e-12,3.162277660168379e-07,518,3,0.9884169884169884,0.28385464471857286,0.0013095898071499858
NanGate45,1e-12,1e-06,518,3,0.9884169884169884,0.3263492166931483,0.004135427531805401
NanGate45,1e-12,3.162277660168379e-06,520,4,0.9846153846153847,0.5452971910429512,0.013068945774205334
NanGate45,1e-12,9.999999999999999e-06,522,5,0.9808429118773946,1.0779691077587565,0.04090026331678585
NanGate45,1e-12,3.1622776601683795e-05,524,6,0.9770992366412213,2.7069626282916794,0.12415380103598665
NanGate45,1e-12,9.999999999999999e-05,530,9,0.9660377358490566,6.688928285324279,0.3455899926228215
NanGate45,1e-12,0.00031622776601683794,540,14,0.9481481481481482,14.756783854352138,0.7449562027539393
NanGate45,1e-12,0.001,560,24,0.9142857142857143,22.649649625230627,0.988691962166618
