tech,target_post_BER,input_preFEC_BER,n,rate,clk_ns,area_total_um2,area_total_mm2,throughput_gbps,area_per_gbps
NanGate45,1e-15,3.1622776601683796e-25,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,1e-24,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,3.1622776601683795e-24,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,1e-23,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,3.1622776601683793e-23,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,9.999999999999999e-23,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,3.1622776601683793e-22,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,1e-21,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,3.1622776601683792e-21,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,1.0000000000000001e-20,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,3.162277660168379e-20,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,1e-19,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,3.1622776601683796e-19,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,9.999999999999999e-19,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,3.162277660168379e-18,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,1e-17,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,3.162277660168379e-17,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,1e-16,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,3.1622776601683793e-16,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,1e-15,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,3.1622776601683794e-15,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,1e-14,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
