tech,target_post_BER,input_preFEC_BER,n,rate,clk_ns,area_total_um2,area_total_mm2,throughput_gbps,area_per_gbps
NanGate45,1e-15,3.1622776601683796e-14,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,1e-13,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,3.162277660168379e-13,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,1e-12,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,3.162277660168379e-12,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,1e-11,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,3.162277660168379e-11,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,9.999999999999999e-11,514.0,0.9961089494163424,2.6,129766.76715300001,0.129766767153,1.5324753067943728,0.08467788458167443
NanGate45,1e-15,3.162277660168379e-10,516.0,0.9922480620155039,2.6,132428.097148,0.132428097148,1.5265354800238522,0.08675074957702968
NanGate45,1e-15,9.999999999999999e-10,516.0,0.9922480620155039,2.6,132428.097148,0.132428097148,1.5265354800238522,0.08675074957702968
NanGate45,1e-15,3.162277660168379e-09,516.0,0.9922480620155039,2.6,132428.097148,0.132428097148,1.5265354800238522,0.08675074957702968
NanGate45,1e-15,1e-08,516.0,0.9922480620155039,2.6,132428.097148,0.132428097148,1.5265354800238522,0.08675074957702968
NanGate45,1e-15,3.162277660168379e-08,518.0,0.9884169884169884,2.6,135041.54712399998,0.135041547124,1.5206415206415205,0.08880564241533359
NanGate45,1e-15,1e-07,518.0,0.9884169884169884,2.6,135041.54712399998,0.135041547124,1.5206415206415205,0.08880564241533359
NanGate45,1e-15,3.162277660168379e-07,518.0,0.9884169884169884,2.6,135041.54712399998,0.135041547124,1.5206415206415205,0.08880564241533359
NanGate45,1e-15,1e-06,520.0,0.9846153846153847,2.6,137739.319097,0.137739319097,1.514792899408284,0.0909294723726289
NanGate45,1e-15,3.162277660168379e-06,522.0,0.9808429118773946,2.6,140439.219071,0.140439219071,1.5089890951959914,0.09306841216951231
NanGate45,1e-15,9.999999999999999e-06,524.0,0.9770992366412213,2.6,143143.37504699998,0.14314337504699998,1.503229594832648,0.09522389363478165
NanGate45,1e-15,3.1622776601683795e-05,528.0,0.9696969696969697,2.6,148652.766989,0.14865276698899998,1.4918414918414917,0.09964380787231406
NanGate45,1e-15,9.999999999999999e-05,534.0,0.9588014981273408,2.6,156830.670914,0.156830670914,1.4750792278882165,0.10632016772314336
NanGate45,1e-15,0.00031622776601683794,546.0,0.9377289377289377,4.0,172642.77476200002,0.17264277476200002,0.9377289377289376,0.1841073340235391
NanGate45,1e-15,0.001,568.0,0.9014084507042254,4.0,201841.32848599998,0.20184132848599998,0.9014084507042253,0.22391772378915625
